nom,description,categorie,URL,age,disponible,est_nouveau
Kit de l'EFI-RÉ (matériel qui accompagne le livre),"Le kit EFI-RÉ accompagne l'ouvrage 
    <em>""Le programme EFI-RÉ""</em> des Éditions De Boeck, 
    <a href=""/products/livre-le-programme-efi-eric-willaye"" style=""font-weight: bold; color: #2388ee; font-size: 1.1em; text-decoration: none;"">
        vendu séparément
     .
  
 
     Attention :  Le kit EFI-RÉ mesure 80 cm x 60 cm x 45,3 cm pour un poids de 21 kg.
  
 
    Cet outil est destiné aux adolescents et adultes avec autisme en grandes difficultés cognitives et fonctionnelles, 
    dont les compétences ne peuvent être évaluées par des tests standards (tel que le TTAP).
  
 
    L'EFI-RÉ aborde différents domaines de fonctionnement, dont l'évaluation est réalisée par passation d'items dans le cadre d'une observation directe :
  
 
     Communication - Compréhension 
     Communication - Expression 
     Travail de bureau 
     Travail ménager 
     Activités de loisir 
 
 
    Le kit EFI-RÉ est réalisé par Autisme Diffusion en partenariat avec la 
     Fondation SUSA  et conditionné par l'
     Esatitude de la Siagne .
  
<div style=""display: flex; justify-content: center; gap: 20px;"">
    <img src=""https://cdn.shopify.com/s/files/1/0929/9699/3365/files/susa.jpg?v=1750144455"" 
         alt=""Logo Fondation SUSA"" style=""max-width: 150px; height: auto;"" />
    <img src=""https://cdn.shopify.com/s/files/1/0929/9699/3365/files/PHOTO-ESAT.jpg?v=1750144111"" 
         alt=""Équipe Esatitude de la Siagne"" style=""max-width: 150px; height: auto;"" />","evaluation, materiel, materiel devaluation",https://www.autismediffusion.com/products/kit-de-l-efi-re-materiel-qui-accompagne-le-livre,,,
OUEST : Outil d'Evaluation des Structures du Temps,"L’OUEST  est un outil d’évaluation permettant d’identifier les caractéristiques de la structure du temps dont ont besoin les personnes présentant un trouble du spectre de l’autisme (TSA) ou certaines personnes présentant une déficience intellectuelle (DI), puisque l’efficacité d’une telle structure repose sur l’individualisation.  

   Le but de l’OUEST est donc d’aider les intervenants et les professionnels travaillant auprès de ces personnes à déterminer le type d’horaire le plus adapté à leurs besoins et à leurs capacités, et de l’implanter dans leur milieu de vie, favorisant ainsi leur autonomie et, par conséquent, leur qualité de vie.  

   Le matériel complémentaire nécessaire à l'utilisation du guide peut être obtenu en écrivant à <a href=""mailto:sac@puq.ca"">sac@puq.ca .  

   La trousse d'objets nécessaire à la passation peut être fabriquée ou achetée en contactant Nathalie Poirier : <a href=""mailto:npoirier@outil-ouest.com"">npoirier@outil-ouest.com .  

  <p style=""color: red;""> ATTENTION :  Si vous achetez l'ouvrage sur notre site, vous devez fournir la facture AFD lors de l'achat de la trousse pour que le prix du livre soit déduit.","les livres, evaluation,  , gestion du comportement les livres",https://www.autismediffusion.com/products/livre-ouest-outil-d-evaluation-des-structures-du-temps-nathalie-poirier,,,
Pipe à bulles,"La pipe à bulles a pour fonction principale l'amélioration du souffle (intensité, durée, direction). 
  Une bonne gestion et une bonne utilisation du souffle permettent d'acquérir une voix saine et sereine. 
  En effet, nous parlons en utilisant le geste expiratoire : la voix correspond à un souffle sonorisé. 
  Une hypotonie des muscles buccaux, source de troubles du langage, peut être travaillée à partir d'exercices de souffle ou de pincement des lèvres. 
  L'aspect ludique des bulles présente l'avantage de travailler en s'amusant.","jeux educatifs, jeux educatifs 7 sens, praxies et souffle, produits sensoriels, se concentrer apprendre, voir",https://www.autismediffusion.com/products/pipe-a-bulles,,,
Mini trompette à bulles,"La mini trompette à bulles permet de réaliser des exercices de souffle : souffler fort, souffler lentement, contrôler son souffle. L'objectif est de développer la respiration et d'apprendre à se concentrer sur son souffle. C'est aussi une source de stimulation visuelle.","jeux educatifs, praxies et souffle, produits sensoriels, se concentrer apprendre, voir",https://www.autismediffusion.com/products/mini-trompette-a-bulles,,,
Coffret découverte bruits et sons,"Kit PhänoMINT Son et Bruit  – un ensemble d'expériences ludiques et sensorielles autour des sons et de l’ouïe. Composé d’un  téléphone à ficelle , d’un  tuyau harmonique  et d’un  Kazoo , ce kit permet à la personne de découvrir de manière active comment se produisent les sons, comment ils se propagent et comment ils peuvent être transformés.  

 Les activités sont conçues pour stimuler la curiosité et favoriser l’exploration sensorielle. La musique et le chant, inclus dans l’utilisation du kit, sont des activités sensorielles riches qui peuvent susciter des émotions positives, renforcer l’engagement social et soutenir le développement cognitif et sensoriel.  

 Ce kit est particulièrement adapté aux personnes présentant des  troubles du neurodéveloppement ou troubles perceptifs , car il permet une manipulation concrète des sons, adaptée aux besoins de chacun, et favorise l’expérimentation progressive dans un cadre sécurisé et ludique.","produits sensoriels, ecouter, se stimuler se reguler",https://www.autismediffusion.com/products/coffret-exploration-sonore-sensorielle,,,
Lot de 6 balles miroir sensorielles,"Le lot de 6 balles MIROIR offre une multitude d’expériences tactiles et visuelles.  

   Bien qu'ayant un aspect identique, chaque balle présente des caractéristiques différentes : certaines oscillent quand elles roulent, d’autres ne roulent pas en ligne droite, d’autres encore font des bruits de hochet lorsqu’elles sont secouées.  

   De plus, elles permettent d’avoir une vision déformée des visages et des objets ainsi qu’un effet loupe.  

   Idéal pour une utilisation lors de jeux sensori-moteurs.  

   Les balles MIROIR sont en acier inoxydable, très résistantes et légères, elles sont faciles à manipuler.","produits sensoriels, ecouter, se concentrer apprendre, toucher, vestibulaire, voir",https://www.autismediffusion.com/products/balles-miroir-sensorielles,,,
Lunettes de mélange des couleurs,"Jeu optique de mélange des couleurs pour explorer le sens visuel. Le principe est de glisser les lentilles dans la paire de lunettes pour voir le monde à travers leurs filtres.  
 Ce set comprend 8 lentilles :  
 
   2 lentilles rouges 
   2 lentilles jaunes 
   2 lentilles bleues 
   2 lentilles de distorsion (vision insecte) 
 
 Possibilité de combiner jusqu'à 2 lentilles par côté pour obtenir les couleurs secondaires. Les lunettes de mélange des couleurs procurent un réel plaisir visuel aux personnes hyposensorielles sur le plan visuel.","jeux educatifs, jeux educatifs 7 sens, produits sensoriels, sapaiser se relaxer, voir",https://www.autismediffusion.com/products/lunettes-de-melange-des-couleurs,,,
Feutres colorés effaçables (9),"9 feutres effaçables et lavables s'utilisent sur toutes surfaces non poreuses (tableaux noirs, blancs, sur du verre, du plastique ou tout simplement sur des feuilles de papier) mais aussi et surtout sur les 
  <a href=""/products/cahier-ardoise-avion-4-craies-zero-poussiere"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Cahiers ardoise . 
  La pointe résistante de 4,5mm permet un tracé plus fin que les craies traditionnelles.","jeux educatifs, jeux educatifs 7 sens, loisirs individuels et collectifs, produits sensoriels, coordonner manipuler, toucher, voir",https://www.autismediffusion.com/products/feutres-colores-effacables-jaq-jaq-bird,,,
Stimuler l'attention,"Des fiches pratiques proposant des rituels simples à mettre en œuvre pour stimuler l’attention des élèves et leur permettre ainsi de mieux apprendre à l’école.
    

   
    L’ouvrage se compose de fiches cartonnées indépendantes regroupant de courtes activités collectives, décrites pas à pas, à utiliser tout au long de l’année.
    

   
    Chaque fiche correspond à un rituel de 2 à 15 minutes. Le moment propice (ex. après la cantine, avant un contrôle) et le matériel nécessaire (ex. bâton de pluie, feuilles, crayons…) sont précisés. Les consignes à dire par l’enseignant sont clairement indiquées.
    

   
    Les fiches sont réparties en 5 catégories, selon les besoins des élèves lorsqu’ils ont du mal à maintenir leur attention : besoin de calme, d’échange, de curiosité, de créativité et de mouvement.
    

   
    Pour chaque catégorie, des rituels simples et ludiques sont proposés : mini-séances de yoga, dessins, petits jeux, visualisation positive, etc.
    

   
    Une 6e catégorie est dédiée à l’enseignant : elle présente des gestes professionnels pour capter durablement l’attention (déplacements en classe, ambiance calme…).
    

   
    💡 Complétez ce produit grâce aux accessoires compatibles :
     
       <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" target=""_blank"">Rouleau Velcro® boucle blanc 25 mm (25 m)  
       <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" target=""_blank"">Rouleau Velcro® crochet blanc 25 mm (25 m)  
       <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" target=""_blank"">Bande adhésive Velcro® noir (10 m)  
       <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" target=""_blank"">Bande adhésive Velcro® blanc (10 m)  
       <a href=""/products/200-pastilles-de-velcro"" target=""_blank"">200 pastilles Velcro®","les livres, scolarite, strategies educatives,  , gestion du comportement les livres",https://www.autismediffusion.com/products/stimuler-l-attention-cycle-2-et-3-ulis,,,
Tangle® texturé tricolore,"Le Tangle® est un dispositif thérapeutique malléable, constitué de petits morceaux de 2,5 cm que la personne peut assembler et désassembler. 
  Le mouvement est perpétuel et génère une action calmante et favorisant l'attention.


 
  Recouvert de différentes textures (nervuré, picots, doux), ce Tangle® offre une nouvelle expérience sensorielle. 
  Sans latex.


<p style=""font-weight: bold; color: black;"">
  Les couleurs peuvent varier. Si vous avez une préférence ou une aversion pour une couleur, il suffit de nous le préciser lors de la validation de votre commande dans l'encart remarque. 
  <span style=""text-decoration: underline;"">Nous ferons notre possible pour vous satisfaire. 


 
  <img src=""https://cdn.shopify.com/s/files/1/0929/9699/3365/files/Remarques.png?v=1749817139"" alt=""Instructions spéciales"" style=""max-width: 100%; height: auto;"" />","gestion du comportement, le materiel, produits sensoriels, proprioception, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/tangle-texture-fidget,,,
Tangle® Therapy,"Le Tangle® est un dispositif thérapeutique malléable, constitué de petits éléments de 2,5 cm que la personne peut assembler et désassembler.

 
  Le Tangle® Therapy offre une stimulation sensorielle qui aide à développer et/ou à maintenir :

 
   La concentration 
   La coordination 
   La sensori-motricité 
   Le sens tactile en général 
 

 
  Il permet également de canaliser l'énergie, et peut constituer un outil de rééducation de la main.

 
  <u>Hypersensibilité tactile</u> (pour les personnes gênées par le contact de certains objets ou par certaines textures) : le Tangle® peut être utilisé en tant qu'outil de désensibilisation tactile. Sa manipulation va permettre aux personnes hypersensibles de s'habituer progressivement et sans appréhension à traiter les informations tactiles provenant des objets.

 
  <u>Hyposensibilité tactile</u> (pour les personnes en recherche de sensations) : le Tangle® pourra contribuer à l'éveil du sens du toucher.

 
  Fait en plastique recouvert d'un matériau caoutchouté et texturé. Sans latex.","gestion du comportement, le materiel, produits sensoriels, proprioception, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/tangle-therapy-fidget,,,
Fidget cube,"Le fidget cube  est l'objet sensoriel anti-stress par excellence. Très populaire auprès des enfants comme des adultes, ce fidget est composé de 6 faces, chacune proposant un mouvement différent pour les doigts et offrant diverses propriétés anti-stress : boule métallique et molettes, interrupteur, cadran à tourner, boutons en caoutchouc, joystick, surface creuse.  

 Il tient facilement dans la main et peut être glissé dans sa 
<a href=""/products/pochette-pour-fidget-cube"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">pochette de protection et de transport , vendue séparément.  

 Manipulable à tout moment et discret, le fidget cube permet de focaliser son attention et de soutenir sa concentration, tout en réduisant l’anxiété. C’est un objet sensoriel ludique très apprécié des personnes autistes et/ou TDAH, mais il peut être utilisé par tous, car il permet simplement d’évacuer le stress.","gestion du comportement, le materiel, produits sensoriels, sapaiser se relaxer, toucher",https://www.autismediffusion.com/products/fidget-cube,,,
